enrollee_id,enrolled_university,education_level,major_discipline
31935,no_enrollment,Masters,STEM
24091,no_enrollment,Masters,STEM
6060,no_enrollment,Phd,STEM
9337,Full time course,Graduate,STEM
15998,no_enrollment,,
21129,no_enrollment,Masters,STEM
3223,no_enrollment,Graduate,STEM
28211,Full time course,Graduate,Humanities
18999,Full time course,Graduate,STEM
21176,no_enrollment,Graduate,STEM
32958,no_enrollment,Graduate,STEM
23835,no_enrollment,Graduate,No Major
25327,no_enrollment,Graduate,STEM
27678,Part time course,Graduate,STEM
23741,no_enrollment,Graduate,STEM
28820,no_enrollment,Masters,STEM
17500,no_enrollment,Graduate,STEM
14295,no_enrollment,Primary School,
32617,no_enrollment,Graduate,STEM
893,no_enrollment,High School,
17725,Full time course,Masters,STEM
28991,no_enrollment,Graduate,STEM
10175,no_enrollment,Graduate,STEM
1783,no_enrollment,Masters,STEM
14496,no_enrollment,Masters,STEM
9147,no_enrollment,Graduate,STEM
17370,no_enrollment,Graduate,STEM
22997,no_enrollment,Masters,STEM
31011,no_enrollment,Graduate,STEM
20828,no_enrollment,Graduate,STEM
2991,no_enrollment,Graduate,STEM
30340,no_enrollment,Graduate,STEM
7160,Full time course,High School,
9448,no_enrollment,Graduate,STEM
12062,no_enrollment,Graduate,STEM
18498,no_enrollment,Graduate,STEM
9485,no_enrollment,Masters,STEM
25817,no_enrollment,Graduate,STEM
25834,no_enrollment,Primary School,
22816,no_enrollment,Masters,Arts
27753,no_enrollment,Graduate,STEM
15597,Full time course,Graduate,STEM
23247,Part time course,Graduate,STEM
4124,,High School,
9598,no_enrollment,Graduate,STEM
19454,no_enrollment,Graduate,STEM
14642,no_enrollment,Graduate,STEM
3438,no_enrollment,Graduate,STEM
12474,no_enrollment,Masters,Other
10669,Full time course,Graduate,STEM
23609,no_enrollment,Graduate,STEM
32614,no_enrollment,Graduate,STEM
4568,no_enrollment,Graduate,STEM
12469,no_enrollment,Primary School,
13864,no_enrollment,Graduate,STEM
365,no_enrollment,Masters,STEM
6525,Full time course,Graduate,STEM
26682,no_enrollment,Graduate,STEM
19560,no_enrollment,Graduate,STEM
33255,no_enrollment,Graduate,STEM
32882,Full time course,High School,
21225,no_enrollment,Graduate,STEM
18441,no_enrollment,Graduate,STEM
33049,no_enrollment,Graduate,STEM
7710,no_enrollment,Masters,STEM
11323,no_enrollment,Masters,STEM
32733,Full time course,Graduate,STEM
25690,no_enrollment,Graduate,STEM
12503,Full time course,High School,
12310,no_enrollment,Graduate,Humanities
15250,no_enrollment,Masters,STEM
13277,no_enrollment,Graduate,STEM
30041,Full time course,High School,
22238,no_enrollment,Graduate,STEM
9180,no_enrollment,Masters,STEM
2015,no_enrollment,Graduate,STEM
3758,no_enrollment,Graduate,STEM
31014,no_enrollment,Graduate,STEM
2311,Full time course,Graduate,STEM
16796,no_enrollment,Graduate,STEM
26094,Full time course,Graduate,STEM
13138,no_enrollment,Masters,STEM
32165,Part time course,Graduate,STEM
13547,no_enrollment,Graduate,No Major
10756,Part time course,Graduate,STEM
13583,no_enrollment,High School,
23623,no_enrollment,Phd,STEM
9001,Full time course,Graduate,STEM
16787,no_enrollment,Masters,STEM
5775,no_enrollment,Graduate,STEM
20785,Full time course,High School,
28699,no_enrollment,,
24337,no_enrollment,Graduate,STEM
22966,no_enrollment,Graduate,STEM
3133,Full time course,Graduate,STEM
32482,no_enrollment,Graduate,STEM
29879,,Phd,STEM
10209,no_enrollment,Graduate,STEM
1926,no_enrollment,Masters,STEM
28490,no_enrollment,Graduate,STEM
8093,no_enrollment,Graduate,STEM
7452,Full time course,High School,
17465,Full time course,Graduate,STEM
30817,Full time course,High School,
23295,no_enrollment,Masters,STEM
12104,no_enrollment,Graduate,STEM
5989,Full time course,Primary School,
11542,no_enrollment,Graduate,STEM
30339,no_enrollment,Graduate,Business Degree
11696,no_enrollment,Masters,STEM
6449,no_enrollment,Graduate,STEM
18824,no_enrollment,Masters,Other
23056,no_enrollment,Graduate,STEM
299,no_enrollment,Graduate,STEM
26304,no_enrollment,Graduate,No Major
31586,no_enrollment,Graduate,STEM
28453,no_enrollment,Masters,STEM
18859,Full time course,High School,
23001,no_enrollment,Masters,STEM
16784,no_enrollment,Masters,STEM
22595,no_enrollment,Primary School,
730,no_enrollment,High School,
12757,no_enrollment,Graduate,STEM
32758,no_enrollment,Graduate,STEM
5306,,,
23328,Full time course,Graduate,STEM
28336,no_enrollment,Graduate,STEM
6304,Part time course,Graduate,STEM
32427,no_enrollment,Phd,STEM
31368,no_enrollment,Graduate,STEM
13273,Full time course,Graduate,Humanities
31023,no_enrollment,Graduate,STEM
16948,Full time course,,
1161,Full time course,Graduate,STEM
27629,no_enrollment,Graduate,STEM
21443,no_enrollment,Graduate,STEM
13383,no_enrollment,Masters,STEM
10293,Part time course,,
11265,no_enrollment,Graduate,STEM
1973,no_enrollment,Graduate,STEM
14800,no_enrollment,High School,
32820,Part time course,Masters,STEM
30794,no_enrollment,Masters,STEM
32341,Full time course,Graduate,STEM
9499,no_enrollment,Graduate,Humanities
23511,Part time course,Graduate,STEM
20167,no_enrollment,Graduate,STEM
16791,no_enrollment,Graduate,STEM
22494,no_enrollment,Graduate,STEM
31405,Part time course,Graduate,STEM
29916,no_enrollment,Graduate,STEM
12101,Full time course,Graduate,STEM
12770,no_enrollment,Graduate,STEM
22723,no_enrollment,High School,
6025,no_enrollment,Graduate,STEM
21276,no_enrollment,Graduate,STEM
1943,Part time course,Graduate,STEM
26974,Full time course,High School,
30205,no_enrollment,Masters,STEM
10668,Full time course,High School,
7515,no_enrollment,Phd,STEM
27419,no_enrollment,Graduate,STEM
1102,no_enrollment,Phd,STEM
23981,no_enrollment,Phd,Humanities
6277,no_enrollment,Masters,Arts
13345,no_enrollment,Phd,STEM
23325,Full time course,Masters,STEM
31769,no_enrollment,Masters,STEM
18478,Full time course,Graduate,STEM
20302,no_enrollment,Graduate,STEM
16067,no_enrollment,Graduate,STEM
6426,no_enrollment,Graduate,STEM
1343,no_enrollment,High School,
28531,Full time course,Masters,Other
13173,no_enrollment,Graduate,STEM
12256,no_enrollment,Graduate,STEM
7612,no_enrollment,High School,
28866,no_enrollment,Graduate,STEM
33128,no_enrollment,Masters,STEM
20747,no_enrollment,Masters,STEM
10240,no_enrollment,Masters,STEM
15160,no_enrollment,Masters,STEM
12284,no_enrollment,Graduate,STEM
25888,Full time course,High School,
1427,no_enrollment,Graduate,STEM
22403,no_enrollment,Graduate,STEM
21667,no_enrollment,Masters,STEM
25916,no_enrollment,Graduate,STEM
12121,no_enrollment,High School,
28320,no_enrollment,Graduate,STEM
14522,Full time course,Graduate,STEM
28500,Full time course,Graduate,STEM
10371,no_enrollment,Phd,STEM
10028,no_enrollment,Graduate,STEM
29671,Full time course,Graduate,STEM
4482,no_enrollment,Graduate,STEM
23392,no_enrollment,Masters,STEM
5879,no_enrollment,Graduate,STEM
8861,no_enrollment,Masters,Humanities
21196,no_enrollment,Graduate,STEM
10724,no_enrollment,Graduate,STEM
12657,no_enrollment,Graduate,STEM
2150,no_enrollment,Masters,STEM
24763,Full time course,Graduate,STEM
21813,no_enrollment,Graduate,STEM
6480,no_enrollment,Graduate,STEM
29174,no_enrollment,Masters,STEM
8007,Full time course,Graduate,STEM
8388,Full time course,High School,
32631,no_enrollment,Phd,STEM
10116,no_enrollment,Graduate,STEM
1708,Full time course,High School,
13487,no_enrollment,Masters,STEM
24199,no_enrollment,Graduate,STEM
14341,no_enrollment,Graduate,STEM
16990,no_enrollment,Graduate,STEM
24834,no_enrollment,Graduate,STEM
16105,no_enrollment,Graduate,STEM
10758,Full time course,Graduate,STEM
17702,Full time course,Masters,STEM
3144,no_enrollment,Masters,Other
20359,no_enrollment,Graduate,Humanities
30558,Full time course,Graduate,STEM
32546,no_enrollment,High School,
20555,no_enrollment,Graduate,STEM
12190,Full time course,High School,
30511,no_enrollment,High School,
16333,no_enrollment,Graduate,STEM
19605,,Graduate,STEM
14171,no_enrollment,Graduate,STEM
10933,no_enrollment,Masters,STEM
14379,no_enrollment,Graduate,STEM
11388,Full time course,Graduate,STEM
28042,Part time course,Graduate,STEM
23013,Full time course,Graduate,STEM
30970,no_enrollment,Graduate,Arts
9052,no_enrollment,Graduate,STEM
5832,Full time course,Primary School,
26270,no_enrollment,Graduate,Humanities
29151,no_enrollment,Graduate,STEM
7545,no_enrollment,Graduate,Arts
28589,no_enrollment,Masters,STEM
1709,no_enrollment,Masters,STEM
21227,Full time course,Graduate,STEM
10205,no_enrollment,Graduate,STEM
17483,Full time course,Masters,STEM
5710,no_enrollment,Masters,STEM
30916,no_enrollment,Masters,STEM
2832,no_enrollment,Graduate,STEM
25810,no_enrollment,Graduate,STEM
33068,no_enrollment,Graduate,STEM
16735,no_enrollment,Phd,STEM
9930,no_enrollment,Graduate,STEM
24345,no_enrollment,High School,
700,no_enrollment,Graduate,STEM
29600,Full time course,High School,
19438,Full time course,Graduate,STEM
19266,no_enrollment,Graduate,STEM
18670,no_enrollment,Masters,STEM
12660,no_enrollment,Graduate,STEM
12129,no_enrollment,Primary School,
13955,no_enrollment,Masters,STEM
18667,Full time course,,
33153,no_enrollment,Graduate,STEM
14151,Full time course,Graduate,STEM
4046,no_enrollment,Masters,STEM
25432,Full time course,Masters,STEM
5978,Full time course,High School,
32799,no_enrollment,Graduate,STEM
273,Full time course,High School,
10238,Part time course,Graduate,STEM
264,no_enrollment,High School,
17510,no_enrollment,High School,
24901,no_enrollment,,
33318,no_enrollment,Graduate,Other
12800,Full time course,Graduate,STEM
17237,Full time course,Masters,STEM
13992,no_enrollment,Masters,STEM
15125,no_enrollment,Graduate,STEM
15213,no_enrollment,Graduate,STEM
889,no_enrollment,Graduate,STEM
28843,no_enrollment,Graduate,STEM
25273,no_enrollment,Graduate,STEM
29598,no_enrollment,Graduate,STEM
21642,Part time course,Masters,STEM
25912,no_enrollment,Graduate,STEM
29086,Part time course,Graduate,STEM
6021,,Masters,No Major
25285,no_enrollment,Graduate,Humanities
5180,no_enrollment,Graduate,STEM
19649,no_enrollment,,
31008,no_enrollment,High School,
9412,no_enrollment,High School,
4133,no_enrollment,Phd,STEM
5875,no_enrollment,Masters,STEM
4536,no_enrollment,Graduate,No Major
27046,no_enrollment,Graduate,STEM
16041,no_enrollment,High School,
19718,no_enrollment,Graduate,Humanities
4118,no_enrollment,Graduate,STEM
3867,no_enrollment,Graduate,STEM
27539,no_enrollment,Graduate,No Major
7765,Full time course,Graduate,STEM
32605,no_enrollment,Graduate,STEM
20048,no_enrollment,Graduate,STEM
29460,no_enrollment,Graduate,STEM
15004,no_enrollment,Masters,STEM
18404,no_enrollment,Masters,STEM
4318,no_enrollment,Graduate,STEM
674,no_enrollment,Masters,STEM
32802,no_enrollment,Masters,STEM
11248,no_enrollment,Graduate,STEM
13649,Full time course,Graduate,STEM
17132,Full time course,High School,
8836,no_enrollment,Graduate,Business Degree
1101,Full time course,Graduate,STEM
8606,no_enrollment,Graduate,STEM
14793,no_enrollment,Masters,STEM
10938,Full time course,Phd,STEM
31862,no_enrollment,Graduate,STEM
33330,no_enrollment,Graduate,STEM
28774,no_enrollment,Graduate,STEM
31370,no_enrollment,Graduate,Humanities
31628,no_enrollment,Graduate,STEM
11275,Full time course,Graduate,STEM
1866,no_enrollment,Graduate,STEM
23958,no_enrollment,Graduate,STEM
17281,no_enrollment,Graduate,STEM
7739,no_enrollment,Masters,STEM
7155,no_enrollment,Graduate,STEM
6482,no_enrollment,Graduate,STEM
21474,no_enrollment,Graduate,STEM
628,no_enrollment,Graduate,STEM
28931,no_enrollment,Graduate,No Major
24975,no_enrollment,High School,
14107,no_enrollment,Masters,STEM
1471,Part time course,Graduate,Humanities
24191,no_enrollment,Masters,Humanities
18127,no_enrollment,Graduate,STEM
15336,no_enrollment,Masters,STEM
1742,no_enrollment,Graduate,STEM
21691,Full time course,High School,
15753,,Graduate,STEM
12402,Full time course,Graduate,STEM
30354,Full time course,Primary School,
16447,no_enrollment,Graduate,STEM
11933,Full time course,Graduate,STEM
28214,no_enrollment,Graduate,STEM
26261,no_enrollment,Masters,STEM
22946,no_enrollment,Graduate,STEM
23366,no_enrollment,Masters,STEM
23311,Part time course,Graduate,STEM
11964,Full time course,Graduate,Other
20012,no_enrollment,Graduate,STEM
2549,no_enrollment,Graduate,STEM
11673,Part time course,Masters,STEM
22196,no_enrollment,Graduate,STEM
21236,no_enrollment,Masters,STEM
9385,no_enrollment,Masters,STEM
31873,no_enrollment,Graduate,STEM
24850,no_enrollment,,
27373,no_enrollment,Graduate,STEM
25179,,High School,
7786,no_enrollment,Graduate,STEM
29672,no_enrollment,Graduate,STEM
2108,no_enrollment,Masters,STEM
5991,Part time course,Graduate,STEM
27153,Full time course,High School,
32082,no_enrollment,Masters,STEM
15222,no_enrollment,Graduate,STEM
31579,no_enrollment,Graduate,Other
32485,no_enrollment,Graduate,STEM
26551,no_enrollment,Graduate,STEM
7726,Full time course,Graduate,STEM
22372,Full time course,,
20065,no_enrollment,Masters,STEM
26582,Full time course,High School,
23831,no_enrollment,High School,
3052,Full time course,Graduate,STEM
16437,no_enrollment,Graduate,STEM
14361,no_enrollment,High School,
3060,Part time course,Graduate,STEM
22797,no_enrollment,Graduate,STEM
9067,no_enrollment,Graduate,STEM
18803,Full time course,Graduate,STEM
24456,Full time course,High School,
14203,Full time course,High School,
31211,no_enrollment,High School,
26423,no_enrollment,Graduate,STEM
14582,no_enrollment,Graduate,STEM
6511,no_enrollment,Graduate,STEM
8978,no_enrollment,Graduate,STEM
9634,no_enrollment,High School,
2780,no_enrollment,Graduate,STEM
3048,no_enrollment,Graduate,Business Degree
15051,no_enrollment,Graduate,STEM
17357,no_enrollment,Primary School,
12504,no_enrollment,Graduate,STEM
29357,no_enrollment,Graduate,Humanities
15818,no_enrollment,Masters,STEM
26132,no_enrollment,Graduate,STEM
3918,no_enrollment,Graduate,STEM
19030,no_enrollment,Graduate,Arts
5734,Full time course,Graduate,STEM
14847,Full time course,Graduate,STEM
11713,Full time course,Graduate,STEM
3846,no_enrollment,Graduate,Business Degree
29556,Full time course,Graduate,STEM
8667,no_enrollment,Graduate,STEM
11045,no_enrollment,Graduate,STEM
9739,no_enrollment,Graduate,STEM
16711,Full time course,Graduate,STEM
29918,no_enrollment,Masters,Humanities
31713,no_enrollment,Graduate,STEM
29486,Part time course,Graduate,STEM
15264,Full time course,Graduate,STEM
1075,Part time course,Graduate,STEM
328,no_enrollment,Graduate,Business Degree
29628,no_enrollment,Graduate,STEM
27370,no_enrollment,Masters,STEM
18754,no_enrollment,Graduate,STEM
12225,no_enrollment,Masters,STEM
30653,no_enrollment,Graduate,STEM
9162,no_enrollment,Masters,STEM
27115,no_enrollment,Graduate,STEM
3932,no_enrollment,Graduate,STEM
25102,Full time course,Graduate,STEM
15912,no_enrollment,Graduate,Humanities
33340,Full time course,Graduate,STEM
27462,no_enrollment,Graduate,Business Degree
4505,no_enrollment,Phd,STEM
32415,no_enrollment,Graduate,STEM
28509,no_enrollment,Masters,STEM
1641,no_enrollment,Graduate,STEM
33245,Full time course,Graduate,STEM
10406,Full time course,Primary School,
1613,,Graduate,STEM
20608,Full time course,Masters,STEM
27880,no_enrollment,Graduate,STEM
26398,no_enrollment,High School,
7159,no_enrollment,Masters,STEM
18281,no_enrollment,Graduate,Arts
31967,no_enrollment,Graduate,STEM
26955,,Graduate,STEM
19290,no_enrollment,Graduate,STEM
6838,no_enrollment,Masters,STEM
2353,Full time course,,
26351,no_enrollment,Graduate,STEM
31075,no_enrollment,Masters,STEM
10002,Full time course,Graduate,STEM
12048,no_enrollment,Masters,STEM
19068,Full time course,Graduate,STEM
2501,no_enrollment,Graduate,Other
20741,Full time course,High School,
10893,no_enrollment,Graduate,STEM
31767,no_enrollment,Graduate,STEM
27709,no_enrollment,Graduate,Arts
31782,no_enrollment,Graduate,STEM
28653,no_enrollment,Graduate,STEM
867,Full time course,High School,
29820,Full time course,High School,
31248,Full time course,Masters,Business Degree
32697,no_enrollment,Graduate,STEM
26854,no_enrollment,High School,
14848,Part time course,Graduate,STEM
9503,no_enrollment,Graduate,STEM
33304,no_enrollment,Masters,STEM
10653,no_enrollment,Graduate,STEM
9094,no_enrollment,Graduate,STEM
23715,no_enrollment,Masters,STEM
10885,no_enrollment,Masters,STEM
28459,no_enrollment,High School,
6593,no_enrollment,Masters,Other
14381,no_enrollment,Graduate,STEM
13010,no_enrollment,Graduate,STEM
6990,no_enrollment,Graduate,STEM
21696,no_enrollment,Graduate,STEM
18572,no_enrollment,Graduate,STEM
9110,Full time course,Graduate,STEM
2800,no_enrollment,Masters,STEM
5366,no_enrollment,Graduate,STEM
15705,Full time course,Graduate,STEM
13484,no_enrollment,Graduate,STEM
11347,no_enrollment,Graduate,STEM
24895,no_enrollment,Graduate,STEM
